Time,pipeline_1,pipeline_2,pipeline_3,sep_lvl
0.0,11.13893546,11.08576864,11.48498647,0.4760726761
0.1,11.13875634,11.08543951,11.48445291,0.4753113663
0.2333333333,11.13849938,11.08522276,11.48404917,0.474378039
0.4111111111,11.13812047,11.08499887,11.48365761,0.4731950904
0.6481481481,11.13753381,11.08456985,11.48311804,0.4717061569
0.9641975309,11.13655169,11.08380742,11.48246373,0.4697811507
1.385596708,11.13481738,11.08257268,11.48180665,0.4672847877
1.947462277,11.13190753,11.08071826,11.48127,0.4640514586
2.696616369,11.12772802,11.07823758,11.48098427,0.459962102
3.695488493,11.12289363,11.07556582,11.48097567,0.4551662963
4.695488493,11.11940965,11.07395638,11.48120386,0.451257823
5.695488493,11.11713858,11.07364041,11.48133114,0.4479215992
6.695488493,11.11559414,11.07389946,11.48125731,0.4448067755
7.695488493,11.11436987,11.07421531,11.48081198,0.4416840619
8.695488493,11.11326474,11.07430787,11.47966092,0.3701279139
8.747740022,11.11320488,11.07431168,11.47958528,0.3734813823
8.76104695,11.11318959,11.07431244,11.47956474,0.3760501007
8.77104695,11.11317809,11.07431288,11.47954853,0.3784046713
8.78104695,11.11316657,11.07431317,11.47953151,0.3801858776
8.794380283,11.11315117,11.07431324,11.47950742,0.3812303864
8.804380283,11.1131396,11.0743131,11.47948859,0.3823002907
8.814380283,11.11312801,11.07431274,11.47946905,0.3831959259
8.824380283,11.11311641,11.07431213,11.47944885,0.383990094
8.834380283,11.1131048,11.07431123,11.47942809,0.3847375409
8.844380283,11.11309317,11.07431002,11.47940685,0.3855039197
8.855778253,11.11307991,11.07430817,11.47938215,0.3861256448
8.867176222,11.11306663,11.07430579,11.47935712,0.3868069075
8.882373515,11.11304892,11.07430153,11.47932343,0.3873395807
8.900202456,11.11302814,11.07429484,11.47928391,0.3879538853
8.923974376,11.11300044,11.07428255,11.47923175,0.3886485075
8.955670269,11.1129636,11.07425998,11.4791633,0.3894035697
8.997931461,11.11291472,11.07422015,11.47907255,0.3899697623
9.054279716,11.11285024,11.07415711,11.47894999,0.3900006695
9.129410723,11.11276611,11.07407085,11.47878558,0.3893082571
9.229585399,11.11265812,11.07397319,11.47857449,0.3880620451
9.363151634,11.11252142,11.07385295,11.47831707,0.3863064662
9.541239947,11.11235415,11.07369012,11.47801246,0.3840264951
9.778691031,11.11215714,11.0734354,11.4776435,0.3491763327
9.804419725,11.11213598,11.07340848,11.47760329,0.3525498888
9.814419725,11.11212781,11.07339801,11.47758756,0.355154807
9.824419725,11.11211968,11.07338742,11.47757168,0.3573858237
9.834419725,11.1121116,11.07337671,11.47755564,0.3592672891
9.844419725,11.11210356,11.07336586,11.47753941,0.3608544247
9.854419725,11.11209558,11.07335488,11.47752299,0.3628943823
9.866241208,11.1120862,11.07334171,11.47750332,0.3633833938
9.876241208,11.11207832,11.07333044,11.47748651,0.3638291403
9.886241208,11.11207048,11.07331906,11.47746954,0.3641248192
9.896241208,11.11206268,11.07330756,11.47745244,0.3643623548
9.906241208,11.11205493,11.0732959,11.47743523,0.3646130646
9.916241208,11.11204723,11.0732841,11.47741795,0.3649485292
9.926241208,11.11203957,11.07327217,11.47740063,0.365332601
9.936241208,11.11203196,11.07326013,11.47738329,0.3657970483
9.946241208,11.11202439,11.07324799,11.47736597,0.3663489901
9.959212196,11.11201465,11.07323213,11.47734357,0.3668260753
9.974748221,11.11200309,11.07321301,11.47731692,0.367354739
9.99546292,11.11198787,11.07318729,11.47728178,0.3679358911
10.02308252,11.11196789,11.07315252,11.47723557,0.3685499459
10.05990865,11.11194182,11.0731048,11.47717448,0.369437304
10.10901016,11.11190802,11.07304069,11.47709239,0.3693517359
10.16443441,11.11187111,11.07296799,11.47699816,0.3685431741
10.2383334,11.11182421,11.07287132,11.47687064,0.3668075362
10.3368654,11.11176588,11.07274361,11.47669773,0.3646282737
10.46824139,11.11169495,11.07257358,11.47646208,0.3611913402
10.64340937,11.11161026,11.07235016,11.47613303,0.3567694765
10.87696669,11.11150835,11.072049,11.47566811,0.3510449518
11.18837645,11.11138026,11.07166839,11.4750053,0.3437412863
11.60358946,11.11120531,11.07122962,11.4741211,0.334709299
12.1572068,11.11099356,11.07079595,11.4730151,0.3239091381
12.89536326,11.11091708,11.07071643,11.47171184,0.3115713517
13.87957187,11.11143668,11.07072795,11.47024193,0.3004945433
14.87957187,11.11257513,11.07059319,11.4689194,0.2918143321
15.87957187,11.11406056,11.07000466,11.46774414,0.2881888268
16.87957187,11.11554789,11.0692808,11.46663413,0.2851186442
17.87957187,11.11673472,11.06848648,11.46572747,0.2478139249
17.94911125,11.11681522,11.06842037,11.46563931,0.2498943989
17.98255652,11.11685362,11.06838566,11.46559006,0.2509351959
18.00804966,11.11688271,11.06835825,11.46554944,0.2517279623
18.04204051,11.11692114,11.06832239,11.46549308,0.2512375888
18.08736164,11.11697174,11.06827949,11.46542032,0.2554533285
18.09736164,11.11698286,11.06827015,11.46540445,0.255353317
18.10736164,11.11699395,11.06826104,11.4653888,0.2551764592
18.11736164,11.117005,11.06825216,11.4653734,0.2549455262
18.12736164,11.11701602,11.06824349,11.4653583,0.2547016189
18.13736164,11.117027,11.06823501,11.46534351,0.2544768057
18.14736164,11.11703794,11.0682267,11.46532906,0.254297597
18.15736164,11.11704885,11.06821852,11.46531497,0.2541529753
18.16736164,11.11705971,11.06821049,11.46530124,0.254053813
18.18069497,11.11707413,11.06819995,11.46528358,0.2537117745
18.19781669,11.11709253,11.06818648,11.46526188,0.2531980514
18.22064564,11.11711684,11.06816819,11.46523443,0.2524648005
18.25108424,11.11714887,11.06814256,11.46519982,0.2515138395
18.29166905,11.11719086,11.06810579,11.46515597,0.2498634018
18.34578213,11.11724555,11.06805323,11.46510099,0.2474630904
18.41793289,11.11731619,11.06798015,11.46503509,0.2444003479
18.51413391,11.11740633,11.06788247,11.46495889,0.2403697146
18.64240194,11.11751811,11.06775675,11.46486541,0.2356931401
18.81342598,11.11765038,11.06759637,11.4647347,0.2303823501
19.04145803,11.11779561,11.06738694,11.46452973,0.2242281202
19.34550077,11.11792888,11.06711304,11.46421886,0.2170545841
19.75089108,11.1179858,11.06674854,11.46376569,0.2085666818
20.2914115,11.11782193,11.06626095,11.46315733,0.1988841227
21.01210539,11.11718338,11.06564319,11.46239056,0.1700474701
21.06815036,11.11712993,11.06558928,11.46231913,0.1712596632
21.10628325,11.11709238,11.06554928,11.46226354,0.1714131195
21.13356882,11.11706491,11.06551979,11.46222128,0.1715393083
21.16994959,11.11702725,11.0654815,11.46216452,0.1706250097
21.21845728,11.11697525,11.06543646,11.46209558,0.1681281154
21.28313419,11.11690272,11.06538645,11.46201937,0.168581461
21.29313419,11.11689139,11.06537868,11.462008,0.1680849921
21.30313419,11.11687997,11.06537106,11.46199698,0.1675201608
